Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,EmployeeSalary,EmployeeRevenue,PercentSalaryHike,PerformanceRating,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age<=25,Age>=55,ROI
33,No,Sales,16,Postgraduate,Life Sciences,1681,Satisfied,Female,Junior,Sales Executive,Very Satisfied,Divorced,5368,16130,25,4,40,2,3,6,False,False,200.48435171385992
36,No,Research & Development,26,Professional Certification,Life Sciences,1682,Dissatisfied,Male,Junior,Healthcare Representative,Satisfied,Married,5347,7419,14,3,40,2,2,3,False,False,38.750701327847395
44,No,Human Resources,1,Postgraduate,Life Sciences,1683,Satisfied,Female,Entry-level,Human Resources,Very Satisfied,Divorced,3195,4167,18,3,40,2,3,2,False,False,30.422535211267604
23,Yes,Research & Development,8,High School,Medical,1684,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,3989,20586,11,3,40,2,3,5,True,False,416.0691902732514
38,No,Research & Development,4,Undergraduate,Medical,1687,Very Satisfied,Female,Entry-level,Laboratory Technician,Satisfied,Married,3306,26176,19,3,40,5,2,0,False,False,691.7725347852389
53,No,Research & Development,24,Professional Certification,Medical,1689,Neutral,Male,Mid-level,Healthcare Representative,Very Satisfied,Married,7005,3458,15,3,40,2,3,4,False,False,-50.635260528194145
48,Yes,Sales,7,Undergraduate,Medical,1691,Very Satisfied,Female,Entry-level,Sales Representative,Satisfied,Married,2655,11740,11,3,40,3,3,9,False,False,342.18455743879474
32,Yes,Research & Development,2,Professional Certification,Life Sciences,1692,Very Satisfied,Male,Entry-level,Laboratory Technician,Neutral,Single,1393,24852,12,3,40,2,3,1,False,False,1684.0631730078965
26,No,Research & Development,7,Postgraduate,Medical,1693,Very Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Single,2570,11925,20,4,40,5,3,7,False,False,364.0077821011673
55,No,Research & Development,22,Postgraduate,Technical Degree,1694,Dissatisfied,Male,Entry-level,Research Scientist,Neutral,Divorced,3537,23737,12,3,40,1,3,4,False,True,571.1054566016398
34,No,Research & Development,5,Undergraduate,Medical,1696,Neutral,Male,Junior,Laboratory Technician,Very Satisfied,Married,3986,11912,14,3,40,3,4,15,False,False,198.84596086302057
60,No,Research & Development,1,Professional Certification,Medical,1697,Satisfied,Male,Mid-level,Healthcare Representative,Very Satisfied,Divorced,10883,20467,20,4,40,2,4,1,False,True,88.06395295414868
33,No,Research & Development,21,Postgraduate,Medical,1698,Neutral,Male,Entry-level,Laboratory Technician,Neutral,Married,2028,13637,18,3,40,6,3,14,False,False,572.4358974358975
37,No,Sales,1,Professional Certification,Medical,1700,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,9525,7677,14,3,40,2,2,6,False,False,-19.401574803149607
34,No,Research & Development,19,Postgraduate,Life Sciences,1701,Neutral,Female,Entry-level,Research Scientist,Very Satisfied,Married,2929,20338,12,3,40,3,3,10,False,False,594.366678047115
23,Yes,Sales,7,Postgraduate,Life Sciences,1702,Satisfied,Male,Entry-level,Sales Representative,Very Satisfied,Divorced,2275,25103,21,4,40,2,3,3,True,False,1003.4285714285713
44,No,Research & Development,2,Postgraduate,Life Sciences,1703,Satisfied,Female,Mid-level,Healthcare Representative,Very Satisfied,Married,7879,14810,19,3,40,2,3,8,False,False,87.96801624571646
35,No,Research & Development,2,Professional Certification,Medical,1704,Dissatisfied,Male,Entry-level,Research Scientist,Very Satisfied,Single,4930,13970,14,3,40,2,4,5,False,False,183.36713995943205
43,No,Sales,2,Postgraduate,Medical,1706,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Married,7847,6069,17,3,40,3,3,10,False,False,-22.658340767172167
24,No,Research & Development,9,Postgraduate,Medical,1707,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,4401,17616,16,3,40,1,3,5,True,False,300.27266530334015
41,No,Sales,6,Postgraduate,Marketing,1708,Very Satisfied,Male,Mid-level,Sales Executive,Satisfied,Single,9241,15869,12,3,40,3,3,10,False,False,71.72383941131912
29,No,Research & Development,9,Professional Certification,Medical,1709,Very Satisfied,Female,Entry-level,Laboratory Technician,Satisfied,Married,2974,25412,17,3,40,2,3,5,False,False,754.472091459314
36,No,Sales,2,Professional Certification,Life Sciences,1710,Satisfied,Female,Junior,Sales Representative,Very Satisfied,Single,4502,7439,15,3,40,2,2,13,False,False,65.23767214571302
45,No,Research & Development,1,High School,Life Sciences,1712,Satisfied,Male,Mid-level,Healthcare Representative,Satisfied,Married,10748,3395,23,4,40,3,2,23,False,False,-68.41272794938592
24,Yes,Human Resources,22,High School,Human Resources,1714,Very Satisfied,Male,Entry-level,Human Resources,Satisfied,Married,1555,11585,11,3,40,2,3,1,True,False,645.016077170418
47,Yes,Sales,9,Postgraduate,Life Sciences,1716,Satisfied,Male,Senior,Sales Executive,Satisfied,Married,12936,24164,11,3,40,3,1,23,False,False,86.7965367965368
26,No,Research & Development,17,Professional Certification,Medical,1718,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Married,2305,6217,15,3,40,3,4,3,False,False,169.7180043383948
45,No,Research & Development,28,Undergraduate,Technical Degree,1719,Very Satisfied,Female,Senior,Research Director,Neutral,Single,16704,17119,11,3,40,2,3,21,False,False,2.484434865900383
32,No,Research & Development,10,Postgraduate,Life Sciences,1720,Dissatisfied,Male,Entry-level,Research Scientist,Satisfied,Married,3433,17360,13,3,40,3,2,5,False,False,405.68016312263325
31,No,Research & Development,2,Professional Certification,Life Sciences,1721,Neutral,Male,Entry-level,Laboratory Technician,Satisfied,Married,3477,18103,14,3,40,2,4,5,False,False,420.6499856197872
41,No,Human Resources,4,Postgraduate,Human Resources,1722,Satisfied,Male,Junior,Human Resources,Neutral,Married,6430,20794,19,3,40,4,3,3,False,False,223.39035769828928
40,No,Research & Development,8,Undergraduate,Life Sciences,1724,Neutral,Female,Junior,Manufacturing Director,Dissatisfied,Married,6516,5041,16,3,40,3,3,1,False,False,-22.6365868631062
24,No,Research & Development,29,High School,Medical,1725,Neutral,Male,Entry-level,Laboratory Technician,Dissatisfied,Divorced,3907,3622,13,3,40,2,4,6,True,False,-7.294599436908114
46,No,Research & Development,13,Professional Certification,Life Sciences,1727,Satisfied,Male,Junior,Healthcare Representative,Neutral,Single,5562,9697,14,3,40,3,3,10,False,False,74.34376123696512
35,No,Research & Development,27,Professional Certification,Life Sciences,1728,Very Satisfied,Male,Junior,Manufacturing Director,Satisfied,Married,6883,5151,16,3,40,3,3,7,False,False,-25.163446171727443
30,No,Research & Development,16,High School,Life Sciences,1729,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Married,2862,3811,12,3,40,2,2,10,False,False,33.15863032844165
47,No,Sales,2,Professional Certification,Marketing,1731,Satisfied,Male,Junior,Sales Executive,Neutral,Married,4978,3536,11,3,40,3,1,1,False,False,-28.967456809963842
46,No,Sales,2,Postgraduate,Life Sciences,1732,Satisfied,Male,Mid-level,Sales Executive,Very Satisfied,Divorced,10368,5596,12,3,40,5,2,10,False,False,-46.026234567901234
36,Yes,Sales,13,Other,Marketing,1733,Neutral,Male,Junior,Sales Executive,Dissatisfied,Divorced,6134,8658,13,3,40,3,3,2,False,False,41.14770133681122
32,Yes,Sales,1,Undergraduate,Life Sciences,1734,Dissatisfied,Male,Junior,Sales Executive,Neutral,Single,6735,12147,15,3,40,2,3,0,False,False,80.35634743875278
23,No,Research & Development,4,High School,Medical,1735,Satisfied,Female,Entry-level,Laboratory Technician,Neutral,Single,3295,12862,13,3,40,3,1,3,True,False,290.34901365705616
31,No,Research & Development,24,High School,Technical Degree,1736,Very Satisfied,Female,Junior,Manufacturing Director,Very Satisfied,Single,5238,6670,20,4,40,3,2,5,False,False,27.33867888507064
39,No,Research & Development,1,Postgraduate,Life Sciences,1737,Very Satisfied,Male,Junior,Laboratory Technician,Very Satisfied,Married,6472,8989,15,3,40,2,3,9,False,False,38.89060568603214
32,No,Sales,19,Postgraduate,Life Sciences,1739,Very Satisfied,Male,Mid-level,Sales Executive,Satisfied,Married,9610,3840,13,3,40,2,1,4,False,False,-60.04162330905307
40,No,Sales,7,Professional Certification,Medical,1740,Neutral,Male,Executive,Manager,Neutral,Single,19833,4349,14,3,40,3,2,21,False,False,-78.07190036807341
45,No,Human Resources,4,Postgraduate,Life Sciences,1744,Satisfied,Female,Mid-level,Human Resources,Satisfied,Married,9756,6595,21,4,40,2,4,5,False,False,-32.400574005740054
30,No,Research & Development,2,Professional Certification,Technical Degree,1745,Very Satisfied,Female,Entry-level,Research Scientist,Dissatisfied,Single,4968,26427,16,3,40,2,3,9,False,False,431.94444444444446
24,No,Human Resources,10,Postgraduate,Medical,1746,Dissatisfied,Male,Entry-level,Human Resources,Very Satisfied,Married,2145,2097,14,3,40,2,3,2,True,False,-2.237762237762238
30,Yes,Human Resources,8,Postgraduate,Human Resources,1747,Satisfied,Female,Entry-level,Human Resources,Very Satisfied,Divorced,2180,9732,11,3,40,0,2,4,False,False,346.42201834862385
31,No,Sales,5,Postgraduate,Technical Degree,1749,Dissatisfied,Male,Junior,Sales Executive,Satisfied,Married,8346,20943,19,3,40,3,3,5,False,False,150.93457943925233
27,No,Research & Development,8,Postgraduate,Medical,1751,Satisfied,Female,Entry-level,Research Scientist,Very Satisfied,Single,3445,6152,11,3,40,5,2,6,False,False,78.57764876632801
29,Yes,Sales,9,Postgraduate,Marketing,1752,Neutral,Female,Entry-level,Sales Representative,Neutral,Single,2760,14630,13,3,40,3,3,2,False,False,430.07246376811594
29,No,Research & Development,1,Postgraduate,Life Sciences,1753,Very Satisfied,Male,Junior,Healthcare Representative,Satisfied,Single,6294,23060,12,3,40,5,4,3,False,False,266.3806800127105
30,No,Sales,15,Undergraduate,Marketing,1754,Satisfied,Male,Mid-level,Sales Executive,Dissatisfied,Divorced,7140,3088,11,3,40,2,3,7,False,False,-56.75070028011204
34,No,Research & Development,2,Professional Certification,Medical,1755,Very Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2932,5586,14,3,40,3,3,5,False,False,90.51841746248294
33,No,Sales,2,Postgraduate,Marketing,1756,Very Satisfied,Female,Junior,Sales Executive,Neutral,Single,5147,10697,15,3,40,2,2,11,False,False,107.82980376918594
49,No,Sales,11,Professional Certification,Marketing,1757,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,4507,8191,12,3,40,1,4,5,False,False,81.73951630796539
33,Yes,Sales,16,Postgraduate,Life Sciences,1758,Dissatisfied,Female,Mid-level,Sales Executive,Dissatisfied,Single,8564,10092,20,4,40,2,2,0,False,False,17.842129845866417
38,No,Research & Development,2,Undergraduate,Medical,1760,Satisfied,Female,Entry-level,Laboratory Technician,Neutral,Married,2468,15963,14,3,40,4,2,6,False,False,546.7990275526743
31,Yes,Sales,16,Professional Certification,Marketing,1761,Dissatisfied,Male,Mid-level,Sales Executive,Satisfied,Married,8161,19002,13,3,40,2,3,1,False,False,132.83911285381694
29,No,Research & Development,4,Postgraduate,Technical Degree,1762,Very Satisfied,Female,Entry-level,Research Scientist,Dissatisfied,Divorced,2109,10007,13,3,40,2,3,1,False,False,374.4902797534377
30,No,Research & Development,16,Postgraduate,Life Sciences,1763,Satisfied,Male,Junior,Healthcare Representative,Satisfied,Married,5294,9128,16,3,40,3,3,7,False,False,72.4216093690971
32,No,Research & Development,5,Professional Certification,Technical Degree,1764,Neutral,Male,Entry-level,Research Scientist,Neutral,Single,2718,17674,14,3,40,3,3,7,False,False,550.2575423105225
38,No,Research & Development,18,Postgraduate,Medical,1766,Neutral,Male,Junior,Healthcare Representative,Very Satisfied,Married,5811,24539,16,3,40,2,3,1,False,False,322.28532094303904
43,Yes,Research & Development,17,Postgraduate,Technical Degree,1767,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2437,15587,16,3,40,4,3,1,False,False,539.5978662289701
42,No,Research & Development,12,Postgraduate,Medical,1768,Neutral,Male,Entry-level,Laboratory Technician,Neutral,Divorced,2766,8952,22,4,40,6,2,5,False,False,223.64425162689804
55,No,Research & Development,2,Postgraduate,Medical,1770,Satisfied,Male,Executive,Research Director,Dissatisfied,Married,19038,19805,12,3,40,2,3,1,False,True,4.028784536190776
33,No,Research & Development,4,Postgraduate,Technical Degree,1771,Very Satisfied,Male,Junior,Research Scientist,Neutral,Divorced,3055,6194,15,3,40,2,2,9,False,False,102.74959083469722
41,No,Research & Development,9,Professional Certification,Life Sciences,1772,Satisfied,Male,Entry-level,Laboratory Technician,Dissatisfied,Divorced,2289,20520,20,4,40,2,3,5,False,False,796.4613368283093
34,No,Sales,10,Postgraduate,Life Sciences,1774,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Divorced,4001,12313,14,3,40,3,3,15,False,False,207.74806298425395
53,No,Research & Development,1,Professional Certification,Medical,1775,Dissatisfied,Female,Senior,Manufacturing Director,Satisfied,Married,12965,22308,20,4,40,2,2,3,False,False,72.06324720401079
43,No,Human Resources,2,Postgraduate,Life Sciences,1778,Neutral,Male,Entry-level,Human Resources,Very Satisfied,Single,3539,5033,13,3,40,5,3,9,False,False,42.21531506075162
34,No,Sales,3,Undergraduate,Life Sciences,1779,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,6029,25353,12,3,40,3,3,2,False,False,320.5174987560126
21,Yes,Sales,7,High School,Marketing,1780,Neutral,Male,Entry-level,Sales Representative,Neutral,Single,2679,4567,13,3,40,3,3,1,True,False,70.47405748413588
38,No,Research & Development,6,Undergraduate,Other,1782,Very Satisfied,Female,Entry-level,Laboratory Technician,Satisfied,Married,3702,16376,11,3,40,3,3,5,False,False,342.35548352242034
22,Yes,Research & Development,8,High School,Medical,1783,Satisfied,Female,Entry-level,Laboratory Technician,Dissatisfied,Married,2398,15999,17,3,40,6,3,1,True,False,567.1809841534613
31,No,Sales,29,Professional Certification,Marketing,1784,Dissatisfied,Female,Junior,Sales Executive,Very Satisfied,Married,5468,13402,14,3,40,3,3,12,False,False,145.09875640087785
51,No,Research & Development,3,Postgraduate,Technical Degree,1786,Dissatisfied,Female,Mid-level,Manager,Satisfied,Married,13116,22984,11,3,40,2,3,2,False,False,75.23635254650807
37,No,Sales,9,Undergraduate,Marketing,1787,Neutral,Male,Junior,Sales Executive,Neutral,Married,4189,8800,14,3,40,2,3,5,False,False,110.07400334208641
46,No,Research & Development,2,Professional Certification,Medical,1789,Satisfied,Male,Executive,Research Director,Very Satisfied,Divorced,19328,14218,17,3,40,3,3,2,False,False,-26.438327814569533
36,No,Research & Development,10,Postgraduate,Life Sciences,1790,Very Satisfied,Male,Mid-level,Healthcare Representative,Dissatisfied,Married,8321,25949,13,3,40,1,3,12,False,False,211.84953731522654
44,Yes,Research & Development,1,Undergraduate,Medical,1792,Satisfied,Male,Entry-level,Research Scientist,Neutral,Divorced,2342,11092,12,3,40,2,2,5,False,False,373.6122971818958
37,No,Human Resources,8,Undergraduate,Other,1794,Satisfied,Male,Junior,Human Resources,Neutral,Divorced,4071,12832,13,3,40,4,2,10,False,False,215.20510930975192
35,Yes,Sales,27,Postgraduate,Life Sciences,1797,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5813,13492,18,3,40,2,3,10,False,False,132.1004644761741
33,No,Research & Development,8,Professional Certification,Life Sciences,1798,Very Satisfied,Male,Entry-level,Research Scientist,Dissatisfied,Married,3143,6076,19,3,40,1,3,10,False,False,93.31848552338529
28,No,Research & Development,1,Postgraduate,Life Sciences,1799,Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Married,2044,5531,11,3,40,6,4,5,False,False,170.5968688845401
39,No,Research & Development,10,High School,Medical,1800,Satisfied,Male,Mid-level,Research Director,Satisfied,Single,13464,7914,21,4,40,3,3,4,False,False,-41.2210338680927
46,No,Sales,26,Undergraduate,Life Sciences,1801,Neutral,Male,Junior,Sales Executive,Neutral,Single,7991,25166,15,3,40,3,3,2,False,False,214.92929545738954
40,No,Research & Development,2,Undergraduate,Life Sciences,1802,Satisfied,Female,Entry-level,Laboratory Technician,Dissatisfied,Married,3377,25605,17,3,40,5,2,4,False,False,658.2173526798935
42,No,Research & Development,13,Postgraduate,Medical,1803,Neutral,Male,Junior,Healthcare Representative,Dissatisfied,Married,5538,5696,18,3,40,2,2,0,False,False,2.853015529071867
35,No,Research & Development,2,Undergraduate,Medical,1804,Neutral,Male,Junior,Manufacturing Director,Very Satisfied,Divorced,5762,24442,14,3,40,6,3,7,False,False,324.19298854564386
38,No,Human Resources,2,Postgraduate,Human Resources,1805,Dissatisfied,Male,Entry-level,Human Resources,Neutral,Divorced,2592,7129,13,3,40,3,3,11,False,False,175.0385802469136
34,Yes,Research & Development,9,Professional Certification,Life Sciences,1807,Very Satisfied,Male,Junior,Laboratory Technician,Dissatisfied,Married,5346,6208,17,3,40,3,2,7,False,False,16.1242050130939
37,Yes,Research & Development,10,Professional Certification,Medical,1809,Very Satisfied,Male,Junior,Manufacturing Director,Dissatisfied,Single,4213,4992,15,3,40,4,1,10,False,False,18.490386897697604
39,No,Sales,20,Postgraduate,Life Sciences,1812,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,4127,19188,18,3,40,6,3,2,False,False,364.9382117761086
43,No,Research & Development,9,Postgraduate,Life Sciences,1813,Dissatisfied,Male,Entry-level,Research Scientist,Satisfied,Single,2438,24978,13,3,40,2,2,3,False,False,924.5283018867925
41,No,Research & Development,5,Postgraduate,Life Sciences,1814,Neutral,Male,Junior,Healthcare Representative,Neutral,Single,6870,15530,12,3,40,3,1,3,False,False,126.05531295487626
41,No,Sales,4,High School,Marketing,1815,Satisfied,Female,Mid-level,Sales Executive,Satisfied,Divorced,10447,26458,13,3,40,3,4,22,False,False,153.25930889250503
30,No,Research & Development,10,Postgraduate,Medical,1816,Dissatisfied,Female,Mid-level,Manufacturing Director,Satisfied,Single,9667,2739,14,3,40,3,3,7,False,False,-71.66649425881866
26,Yes,Human Resources,20,Undergraduate,Medical,1818,Very Satisfied,Female,Entry-level,Human Resources,Neutral,Married,2148,6889,11,3,40,3,3,5,False,False,220.71694599627563
46,Yes,Research & Development,21,Undergraduate,Medical,1821,Very Satisfied,Female,Junior,Healthcare Representative,Neutral,Married,8926,10842,22,4,40,2,4,9,False,False,21.465382030024646
40,No,Research & Development,1,Postgraduate,Life Sciences,1822,Satisfied,Female,Junior,Healthcare Representative,Very Satisfied,Divorced,6513,9060,17,3,40,3,3,5,False,False,39.10640257945647
34,No,Sales,8,Undergraduate,Technical Degree,1823,Neutral,Male,Junior,Sales Executive,Satisfied,Married,6799,22128,21,4,40,5,3,10,False,False,225.45962641564932
58,No,Sales,2,Postgraduate,Medical,1824,Neutral,Male,Senior,Manager,Neutral,Divorced,16291,22577,22,4,40,0,2,16,False,True,38.58572217788963
35,No,Research & Development,23,Professional Certification,Medical,1826,Neutral,Male,Entry-level,Laboratory Technician,Satisfied,Married,2705,9696,16,3,40,2,4,5,False,False,258.44731977818856
47,No,Research & Development,4,Postgraduate,Life Sciences,1827,Satisfied,Female,Mid-level,Manufacturing Director,Neutral,Divorced,10333,19271,12,3,40,4,3,22,False,False,86.49956450208072
40,No,Research & Development,12,Postgraduate,Life Sciences,1829,Neutral,Female,Junior,Healthcare Representative,Dissatisfied,Divorced,4448,10748,12,3,40,3,3,7,False,False,141.636690647482
54,No,Research & Development,7,Professional Certification,Medical,1830,Very Satisfied,Female,Junior,Research Scientist,Very Satisfied,Married,6854,15696,15,3,40,2,2,7,False,False,129.00496060694485
31,No,Sales,7,Professional Certification,Marketing,1833,Dissatisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,9637,8277,14,3,40,3,3,3,False,False,-14.112275604441216
28,No,Research & Development,1,Postgraduate,Medical,1834,Satisfied,Female,Entry-level,Research Scientist,Dissatisfied,Married,3591,12719,25,4,40,3,3,3,False,False,254.19103313840154
38,No,Sales,2,Professional Certification,Marketing,1835,Neutral,Female,Junior,Sales Representative,Very Satisfied,Married,5405,4244,20,4,40,4,2,4,False,False,-21.480111008325625
26,No,Sales,10,Postgraduate,Medical,1836,Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,4684,9125,13,3,40,4,3,5,False,False,94.81212638770282
58,No,Research & Development,15,Professional Certification,Life Sciences,1837,Dissatisfied,Male,Senior,Research Director,Satisfied,Married,15787,21624,14,3,40,3,3,2,False,True,36.97345917527079
18,No,Research & Development,14,Postgraduate,Medical,1839,Neutral,Female,Entry-level,Research Scientist,Satisfied,Single,1514,8018,16,3,40,4,1,0,True,False,429.5904887714663
31,Yes,Human Resources,18,Other,Human Resources,1842,Very Satisfied,Male,Entry-level,Human Resources,Dissatisfied,Married,2956,21495,17,3,40,4,3,1,False,False,627.1650879566982
29,Yes,Human Resources,13,Postgraduate,Human Resources,1844,Dissatisfied,Male,Entry-level,Human Resources,Dissatisfied,Divorced,2335,3157,15,3,40,3,3,2,False,False,35.203426124197
45,No,Sales,2,Professional Certification,Life Sciences,1845,Satisfied,Female,Junior,Sales Executive,Satisfied,Married,5154,19665,22,4,40,3,4,8,False,False,281.54831199068684
36,No,Research & Development,2,Professional Certification,Other,1847,Very Satisfied,Female,Junior,Research Scientist,Neutral,Married,6962,19573,22,4,40,2,3,1,False,False,181.14047687446134
43,No,Sales,2,Professional Certification,Life Sciences,1849,Dissatisfied,Male,Junior,Sales Executive,Very Satisfied,Married,5675,19246,20,4,40,5,3,7,False,False,239.13656387665196
27,No,Research & Development,5,Undergraduate,Life Sciences,1850,Very Satisfied,Female,Entry-level,Laboratory Technician,Very Satisfied,Single,2379,19826,14,3,40,3,2,5,False,False,733.3753678015972
29,No,Research & Development,20,High School,Medical,1852,Very Satisfied,Male,Entry-level,Laboratory Technician,Very Satisfied,Married,3812,7003,13,3,40,3,4,11,False,False,83.7093389296957
32,No,Sales,10,Professional Certification,Marketing,1853,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,4648,26075,13,3,40,2,4,0,False,False,460.99397590361446
42,No,Research & Development,10,Professional Certification,Technical Degree,1854,Satisfied,Male,Entry-level,Research Scientist,Satisfied,Married,2936,6161,22,4,40,1,2,6,False,False,109.84332425068119
47,No,Research & Development,9,Professional Certification,Life Sciences,1856,Neutral,Female,Entry-level,Laboratory Technician,Satisfied,Single,2105,5411,12,3,40,2,3,2,False,False,157.05463182897864
46,No,Research & Development,2,Undergraduate,Life Sciences,1857,Very Satisfied,Male,Mid-level,Manufacturing Director,Very Satisfied,Divorced,8578,19989,14,3,40,4,2,9,False,False,133.0263464677081
28,No,Human Resources,1,Undergraduate,Life Sciences,1858,Satisfied,Male,Entry-level,Human Resources,Very Satisfied,Divorced,2706,10494,15,3,40,2,3,3,False,False,287.8048780487805
29,No,Research & Development,29,High School,Life Sciences,1859,Very Satisfied,Male,Junior,Healthcare Representative,Satisfied,Divorced,6384,21143,17,3,40,3,3,7,False,False,231.18734335839596
42,No,Research & Development,8,Postgraduate,Life Sciences,1860,Very Satisfied,Male,Entry-level,Laboratory Technician,Satisfied,Single,3968,13624,13,3,40,3,3,0,False,False,243.3467741935484
32,Yes,Sales,2,Professional Certification,Marketing,1862,Satisfied,Male,Junior,Sales Executive,Neutral,Single,9907,26186,12,3,40,3,2,2,False,False,164.3181588775613
46,No,Sales,3,Postgraduate,Technical Degree,1863,Dissatisfied,Female,Senior,Sales Executive,Dissatisfied,Divorced,13225,7739,12,3,40,5,3,19,False,False,-41.482041587901705
27,No,Sales,23,High School,Medical,1864,Neutral,Female,Junior,Sales Representative,Satisfied,Married,3540,7018,21,4,40,5,3,9,False,False,98.24858757062147
29,No,Human Resources,6,High School,Medical,1865,Very Satisfied,Male,Entry-level,Human Resources,Neutral,Married,2804,15434,11,3,40,3,3,1,False,False,450.42796005706134
43,No,Research & Development,6,Postgraduate,Medical,1866,Dissatisfied,Female,Executive,Manager,Satisfied,Married,19392,22539,13,3,40,2,3,16,False,False,16.228341584158414
48,No,Research & Development,10,Postgraduate,Life Sciences,1867,Very Satisfied,Male,Executive,Research Director,Neutral,Married,19665,13583,12,3,40,3,3,22,False,False,-30.928044749555045
29,Yes,Research & Development,24,Undergraduate,Life Sciences,1868,Very Satisfied,Male,Entry-level,Research Scientist,Very Satisfied,Single,2439,14753,24,4,40,3,2,1,False,False,504.87904879048784
46,Yes,Sales,10,Postgraduate,Life Sciences,1869,Satisfied,Female,Mid-level,Sales Executive,Neutral,Married,7314,14011,21,4,40,2,3,8,False,False,91.56412359857808
27,No,Research & Development,15,Postgraduate,Life Sciences,1870,Very Satisfied,Female,Entry-level,Research Scientist,Dissatisfied,Married,4774,23844,19,3,40,2,2,7,False,False,399.45538332635107
39,No,Research & Development,19,Professional Certification,Other,1871,Very Satisfied,Male,Junior,Research Scientist,Very Satisfied,Divorced,3902,5141,14,3,40,2,3,2,False,False,31.752947206560737
55,No,Research & Development,2,Professional Certification,Technical Degree,1873,Neutral,Male,Entry-level,Research Scientist,Very Satisfied,Married,2662,7975,20,4,40,2,4,5,False,True,199.5867768595041
28,No,Sales,3,Postgraduate,Medical,1875,Neutral,Female,Entry-level,Sales Representative,Neutral,Married,2856,3692,19,3,40,3,3,1,False,False,29.271708683473392
30,Yes,Sales,9,Postgraduate,Medical,1876,Neutral,Male,Entry-level,Sales Representative,Very Satisfied,Single,1081,16019,13,3,40,3,2,1,False,False,1381.868640148011
22,Yes,Research & Development,7,High School,Life Sciences,1878,Very Satisfied,Male,Entry-level,Research Scientist,Neutral,Single,2472,26092,23,4,40,2,3,1,True,False,955.5016181229772
36,No,Sales,10,Professional Certification,Technical Degree,1880,Neutral,Female,Junior,Sales Executive,Satisfied,Married,5673,6060,13,3,40,4,3,10,False,False,6.821787414066631
31,No,Research & Development,20,Postgraduate,Life Sciences,1881,Neutral,Male,Junior,Laboratory Technician,Satisfied,Divorced,4197,18624,11,3,40,2,3,10,False,False,343.7455325232309
34,No,Sales,4,Postgraduate,Life Sciences,1882,Satisfied,Male,Mid-level,Sales Executive,Very Satisfied,Married,9713,24444,13,3,40,3,3,5,False,False,151.66272006589108
29,No,Research & Development,7,Postgraduate,Life Sciences,1883,Very Satisfied,Male,Entry-level,Laboratory Technician,Dissatisfied,Single,2062,19384,14,3,40,2,3,3,False,False,840.0581959262852
37,No,Research & Development,7,Professional Certification,Medical,1885,Very Satisfied,Male,Junior,Research Scientist,Dissatisfied,Married,4284,13588,22,4,40,2,3,5,False,False,217.18020541549953
35,No,Research & Development,16,Undergraduate,Other,1886,Very Satisfied,Female,Junior,Manufacturing Director,Neutral,Married,4788,25388,11,3,40,2,3,3,False,False,430.2422723475355
45,No,Research & Development,25,Undergraduate,Life Sciences,1888,Neutral,Female,Junior,Manufacturing Director,Very Satisfied,Married,5906,23888,13,3,40,2,2,9,False,False,304.4700304774805
36,No,Human Resources,2,High School,Human Resources,1890,Neutral,Male,Junior,Human Resources,Very Satisfied,Single,3886,4223,21,4,40,2,2,10,False,False,8.67215645908389
40,No,Research & Development,1,Professional Certification,Life Sciences,1892,Dissatisfied,Male,Senior,Manager,Dissatisfied,Divorced,16823,18991,11,3,40,3,3,19,False,False,12.887118825417582
26,No,Research & Development,1,Undergraduate,Life Sciences,1893,Neutral,Female,Entry-level,Research Scientist,Satisfied,Married,2933,14908,13,3,40,3,2,1,False,False,408.2850323900443
27,No,Sales,2,Undergraduate,Medical,1898,Dissatisfied,Female,Junior,Sales Executive,Satisfied,Single,6500,26997,14,3,40,5,2,8,False,False,315.3384615384615
48,No,Research & Development,22,Postgraduate,Medical,1900,Very Satisfied,Female,Senior,Manager,Very Satisfied,Divorced,17174,2437,11,3,40,3,3,22,False,False,-85.80994526609992
